MLHR,Herman Miller Inc.,Herman,"""Herman Miller Inc. (MLHR)"":[""MLHR"",""Herman""],",,
HES,Hess Corporation,Hess,"""Hess Corporation (HES)"":[""HES"",""Hess""],",,
HPE,Hewlett Packard Enterprise Company,Hewlett,"""Hewlett Packard Enterprise Company (HPE)"":[""HPE"",""Hewlett""],",,
HXL,Hexcel Corporation,Hexcel,"""Hexcel Corporation (HXL)"":[""HXL"",""Hexcel""],",,
HIW,Highwoods Properties Inc.,Highwoods,"""Highwoods Properties Inc. (HIW)"":[""HIW"",""Highwoods""],",,
HRC,Hill-Rom Holdings Inc,Hill-Rom,"""Hill-Rom Holdings Inc (HRC)"":[""HRC"",""Hill-Rom""],",,
HI,Hillenbrand Inc,Hillenbrand,"""Hillenbrand Inc (HI)"":[""HI"",""Hillenbrand""],",,
HTH,Hilltop Holdings Inc.,Hilltop,"""Hilltop Holdings Inc. (HTH)"":[""HTH"",""Hilltop""],",,
HEP,Holly Energy Partners L.P.,Holly,"""Holly Energy Partners L.P. (HEP)"":[""HEP"",""Holly""],",,
HFC,HollyFrontier Corporation,HollyFrontier,"""HollyFrontier Corporation (HFC)"":[""HFC"",""HollyFrontier""],",,
HOLX,Hologic Inc.,Hologic,"""Hologic Inc. (HOLX)"":[""HOLX"",""Hologic""],",,
HOMB,Home BancShares Inc.,Home,"""Home BancShares Inc. (HOMB)"":[""HOMB"",""Home""],",,
HD,Home Depot Inc.,Home,"""Home Depot Inc. (HD)"":[""HD"",""Home""],",,
HON,Honeywell International Inc.,Honeywell,"""Honeywell International Inc. (HON)"":[""HON"",""Honeywell""],",,
HRL,Hormel Foods Corporation,Hormel,"""Hormel Foods Corporation (HRL)"":[""HRL"",""Hormel""],",,
HST,Host Hotels & Resorts Inc.,Host,"""Host Hotels & Resorts Inc. (HST)"":[""HST"",""Host""],",,
HLI,Houlihan Lokey Inc.,Houlihan,"""Houlihan Lokey Inc. (HLI)"":[""HLI"",""Houlihan""],",,
HHC,Howard Hughes Corporation,Howard,"""Howard Hughes Corporation (HHC)"":[""HHC"",""Howard""],",,
HWM,Howmet Aerospace Inc.,Howmet,"""Howmet Aerospace Inc. (HWM)"":[""HWM"",""Howmet""],",,
HPQ,HP Inc.,HP,"""HP Inc. (HPQ)"":[""HPQ"",""HP""],",,
HUBG,Hub Group Inc.,Hub,"""Hub Group Inc. (HUBG)"":[""HUBG"",""Hub""],",,
HUBB,Hubbell Inc,Hubbell,"""Hubbell Inc (HUBB)"":[""HUBB"",""Hubbell""],",,
HUBS,HubSpot Inc.,HubSpot,"""HubSpot Inc. (HUBS)"":[""HUBS"",""HubSpot""],",,
HBM,Hudbay Minerals Inc.,Hudbay,"""Hudbay Minerals Inc. (HBM)"":[""HBM"",""Hudbay""],",,
HPP,Hudson Pacific Properties Inc.,Hudson,"""Hudson Pacific Properties Inc. (HPP)"":[""HPP"",""Hudson""],",,
HUM,Humana Inc.,Humana,"""Humana Inc. (HUM)"":[""HUM"",""Humana""],",,
HBAN,Huntington Bancshares Incorporated,Huntington,"""Huntington Bancshares Incorporated (HBAN)"":[""HBAN"",""Huntington""],",,
HII,Huntington Ingalls Industries Inc.,Huntington,"""Huntington Ingalls Industries Inc. (HII)"":[""HII"",""Huntington""],",,
HUN,Huntsman Corporation,Huntsman,"""Huntsman Corporation (HUN)"":[""HUN"",""Huntsman""],",,
HUYA,HUYA Inc.,HUYA,"""HUYA Inc. (HUYA)"":[""HUYA"",""HUYA""],",,
H,Hyatt Hotels Corporation,Hyatt,"""Hyatt Hotels Corporation (H)"":[""H"",""Hyatt""],",,
IAC,IAC/InterActiveCorp,IAC/InterActiveCorp,"""IAC/InterActiveCorp (IAC)"":[""IAC"",""IAC/InterActiveCorp""],",,
IEP,Icahn Enterprises L.P.,Icahn,"""Icahn Enterprises L.P. (IEP)"":[""IEP"",""Icahn""],",,
ICUI,ICU Medical Inc.,ICU,"""ICU Medical Inc. (ICUI)"":[""ICUI"",""ICU""],",,
IDA,IDACORP Inc.,IDACORP,"""IDACORP Inc. (IDA)"":[""IDA"",""IDACORP""],",,
IEX,IDEX Corporation,IDEX,"""IDEX Corporation (IEX)"":[""IEX"",""IDEX""],",,
IDXX,IDEXX Laboratories Inc.,IDEXX,"""IDEXX Laboratories Inc. (IDXX)"":[""IDXX"",""IDEXX""],",,
IGMS,IGM Biosciences Inc.,IGM,"""IGM Biosciences Inc. (IGMS)"":[""IGMS"",""IGM""],",,
IHRT,iHeartMedia Inc.,iHeartMedia,"""iHeartMedia Inc. (IHRT)"":[""IHRT"",""iHeartMedia""],",,
IIVI,II-VI Incorporated,II-VI,"""II-VI Incorporated (IIVI)"":[""IIVI"",""II-VI""],",,
ITW,Illinois Tool Works Inc.,Illinois,"""Illinois Tool Works Inc. (ITW)"":[""ITW"",""Illinois""],",,
ILMN,Illumina Inc.,Illumina,"""Illumina Inc. (ILMN)"":[""ILMN"",""Illumina""],",,
IBRX,ImmunityBio Inc.,ImmunityBio,"""ImmunityBio Inc. (IBRX)"":[""IBRX"",""ImmunityBio""],",,
NARI,Inari Medical Inc.,Inari,"""Inari Medical Inc. (NARI)"":[""NARI"",""Inari""],",,
INCY,Incyte Corp.,Incyte,"""Incyte Corp. (INCY)"":[""INCY"",""Incyte""],",,
INDB,Independent Bank Corp.,Independent,"""Independent Bank Corp. (INDB)"":[""INDB"",""Independent""],",,
IBTX,Independent Bank Group Inc,Independent,"""Independent Bank Group Inc (IBTX)"":[""IBTX"",""Independent""],",,
IBA,Industrias Bachoco S.A.B. de C.V.,Industrias,"""Industrias Bachoco S.A.B. de C.V. (IBA)"":[""IBA"",""Industrias""],",,
INFN,Infinera Corporation,Infinera,"""Infinera Corporation (INFN)"":[""INFN"",""Infinera""],",,
IR,Ingersoll Rand Inc.,Ingersoll,"""Ingersoll Rand Inc. (IR)"":[""IR"",""Ingersoll""],",,
INGR,Ingredion Incorporated,Ingredion,"""Ingredion Incorporated (INGR)"":[""INGR"",""Ingredion""],",,
IOSP,Innospec Inc.,Innospec,"""Innospec Inc. (IOSP)"":[""IOSP"",""Innospec""],",,
INNV,InnovAge Holding Corp.,InnovAge,"""InnovAge Holding Corp. (INNV)"":[""INNV"",""InnovAge""],",,
IIPR,Innovative Industrial Properties Inc.,Innovative,"""Innovative Industrial Properties Inc. (IIPR)"":[""IIPR"",""Innovative""],",,
INOV,Inovalon Holdings Inc.,Inovalon,"""Inovalon Holdings Inc. (INOV)"":[""INOV"",""Inovalon""],",,
IPHI,Inphi Corporation,Inphi,"""Inphi Corporation (IPHI)"":[""IPHI"",""Inphi""],",,
NSIT,Insight Enterprises Inc.,Insight,"""Insight Enterprises Inc. (NSIT)"":[""NSIT"",""Insight""],",,
INSM,Insmed Inc.,Insmed,"""Insmed Inc. (INSM)"":[""INSM"",""Insmed""],",,
NSP,Insperity Inc.,Insperity,"""Insperity Inc. (NSP)"":[""NSP"",""Insperity""],",,
INSP,Inspire Medical Systems Inc.,Inspire,"""Inspire Medical Systems Inc. (INSP)"":[""INSP"",""Inspire""],",,
TIL,Instil Bio Inc.,Instil,"""Instil Bio Inc. (TIL)"":[""TIL"",""Instil""],",,
PODD,Insulet Corporation,Insulet,"""Insulet Corporation (PODD)"":[""PODD"",""Insulet""],",,
ITGR,Integer Holdings Corporation,Integer,"""Integer Holdings Corporation (ITGR)"":[""ITGR"",""Integer""],",,
IART,Integra LifeSciences Holdings Corporation,Integra,"""Integra LifeSciences Holdings Corporation (IART)"":[""IART"",""Integra""],",,
INTC,Intel Corporation,Intel,"""Intel Corporation (INTC)"":[""INTC"",""Intel""],",,
NTLA,Intellia Therapeutics Inc.,Intellia,"""Intellia Therapeutics Inc. (NTLA)"":[""NTLA"",""Intellia""],",,
IPAR,Inter Parfums Inc.,Inter,"""Inter Parfums Inc. (IPAR)"":[""IPAR"",""Inter""],",,
IBKR,Interactive Brokers Group Inc.,Interactive,"""Interactive Brokers Group Inc. (IBKR)"":[""IBKR"",""Interactive""],",,
ICE,Intercontinental Exchange Inc.,Intercontinental,"""Intercontinental Exchange Inc. (ICE)"":[""ICE"",""Intercontinental""],",,
IDCC,InterDigital Inc.,InterDigital,"""InterDigital Inc. (IDCC)"":[""IDCC"",""InterDigital""],",,
IFF,Internationa Flavors & Fragrances Inc.,Internationa,"""Internationa Flavors & Fragrances Inc. (IFF)"":[""IFF"",""Internationa""],",,
IBOC,International Bancshares Corporation,International,"""International Bancshares Corporation (IBOC)"":[""IBOC"",""International""],",,
IBM,International Business Machines Corporation,International,"""International Business Machines Corporation (IBM)"":[""IBM"",""International""],",,
IGT,International Game Technology,International,"""International Game Technology (IGT)"":[""IGT"",""International""],",,
IP,International Paper Company,International,"""International Paper Company (IP)"":[""IP"",""International""],",,
IPG,Interpublic Group of Companies Inc.,Interpublic,"""Interpublic Group of Companies Inc. (IPG)"":[""IPG"",""Interpublic""],",,
ITCI,Intra-Cellular Therapies Inc.,Intra-Cellular,"""Intra-Cellular Therapies Inc. (ITCI)"":[""ITCI"",""Intra-Cellular""],",,
INTU,Intuit Inc.,Intuit,"""Intuit Inc. (INTU)"":[""INTU"",""Intuit""],",,
ISRG,Intuitive Surgical Inc.,Intuitive,"""Intuitive Surgical Inc. (ISRG)"":[""ISRG"",""Intuitive""],",,
IVZ,Invesco Ltd,Invesco,"""Invesco Ltd (IVZ)"":[""IVZ"",""Invesco""],",,
ISBC,Investors Bancorp Inc.,Investors,"""Investors Bancorp Inc. (ISBC)"":[""ISBC"",""Investors""],",,
NVTA,Invitae Corporation,Invitae,"""Invitae Corporation (NVTA)"":[""NVTA"",""Invitae""],",,
INVH,Invitation Homes Inc.,Invitation,"""Invitation Homes Inc. (INVH)"":[""INVH"",""Invitation""],",,
IONS,Ionis Pharmaceuticals Inc.,Ionis,"""Ionis Pharmaceuticals Inc. (IONS)"":[""IONS"",""Ionis""],",,
IOVA,Iovance Biotherapeutics Inc.,Iovance,"""Iovance Biotherapeutics Inc. (IOVA)"":[""IOVA"",""Iovance""],",,
IPGP,IPG Photonics Corporation,IPG,"""IPG Photonics Corporation (IPGP)"":[""IPGP"",""IPG""],",,
IQV,IQVIA Holdings Inc.,IQVIA,"""IQVIA Holdings Inc. (IQV)"":[""IQV"",""IQVIA""],",,
IRTC,iRhythm Technologies Inc.,iRhythm,"""iRhythm Technologies Inc. (IRTC)"":[""IRTC"",""iRhythm""],",,
IRDM,Iridium Communications Inc,Iridium,"""Iridium Communications Inc (IRDM)"":[""IRDM"",""Iridium""],",,
IRBT,iRobot Corporation,iRobot,"""iRobot Corporation (IRBT)"":[""IRBT"",""iRobot""],",,
IRM,Iron Mountain Incorporated,Iron,"""Iron Mountain Incorporated (IRM)"":[""IRM"",""Iron""],",,
ITRI,Itron Inc.,Itron,"""Itron Inc. (ITRI)"":[""ITRI"",""Itron""],",,
ITT,ITT Inc.,ITT,"""ITT Inc. (ITT)"":[""ITT"",""ITT""],",,
JJSF,J & J Snack Foods Corp.,J,"""J & J Snack Foods Corp. (JJSF)"":[""JJSF"",""J""],",,
JBHT,J.B. Hunt Transport Services Inc.,J.B.,"""J.B. Hunt Transport Services Inc. (JBHT)"":[""JBHT"",""J.B.""],",,
SJM,J.M. Smucker Company,J.M.,"""J.M. Smucker Company (SJM)"":[""SJM"",""J.M.""],",,
JCOM,j2 Global Inc.,j2,"""j2 Global Inc. (JCOM)"":[""JCOM"",""j2""],",,
JBL,Jabil Inc.,Jabil,"""Jabil Inc. (JBL)"":[""JBL"",""Jabil""],",,
JKHY,Jack Henry & Associates Inc.,Jack,"""Jack Henry & Associates Inc. (JKHY)"":[""JKHY"",""Jack""],",,
JACK,Jack In The Box Inc.,Jack,"""Jack In The Box Inc. (JACK)"":[""JACK"",""Jack""],",,
J,Jacobs Engineering Group Inc.,Jacobs,"""Jacobs Engineering Group Inc. (J)"":[""J"",""Jacobs""],",,
JAMF,Jamf Holding Corp.,Jamf,"""Jamf Holding Corp. (JAMF)"":[""JAMF"",""Jamf""],",,
JBGS,JBG SMITH Properties,JBG,"""JBG SMITH Properties (JBGS)"":[""JBGS"",""JBG""],",,
JEF,Jefferies Financial Group Inc.,Jefferies,"""Jefferies Financial Group Inc. (JEF)"":[""JEF"",""Jefferies""],",,
JELD,JELD-WEN Holding Inc.,JELD-WEN,"""JELD-WEN Holding Inc. (JELD)"":[""JELD"",""JELD-WEN""],",,
JBLU,JetBlue Airways Corporation,JetBlue,"""JetBlue Airways Corporation (JBLU)"":[""JBLU"",""JetBlue""],",,
FROG,JFrog Ltd.,JFrog,"""JFrog Ltd. (FROG)"":[""FROG"",""JFrog""],",,
JBT,John Bean Technologies Corporation,John,"""John Bean Technologies Corporation (JBT)"":[""JBT"",""John""],",,
JNJ,Johnson & Johnson,Johnson,"""Johnson & Johnson (JNJ)"":[""JNJ"",""Johnson""],",,
JLL,Jones Lang LaSalle Incorporated,Jones,"""Jones Lang LaSalle Incorporated (JLL)"":[""JLL"",""Jones""],",,
JPM,JP Morgan Chase & Co.,JP,"""JP Morgan Chase & Co. (JPM)"":[""JPM"",""JP""],",,
JNPR,Juniper Networks Inc.,Juniper,"""Juniper Networks Inc. (JNPR)"":[""JNPR"",""Juniper""],",,
KAI,Kadant Inc,Kadant,"""Kadant Inc (KAI)"":[""KAI"",""Kadant""],",,
KSU,Kansas City Southern,Kansas,"""Kansas City Southern (KSU)"":[""KSU"",""Kansas""],",,
KRTX,Karuna Therapeutics Inc.,Karuna,"""Karuna Therapeutics Inc. (KRTX)"":[""KRTX"",""Karuna""],",,
KBH,KB Home,KB,"""KB Home (KBH)"":[""KBH"",""KB""],",,
KBR,KBR Inc.,KBR,"""KBR Inc. (KBR)"":[""KBR"",""KBR""],",,
K,Kellogg Company,Kellogg,"""Kellogg Company (K)"":[""K"",""Kellogg""],",,
KMPR,Kemper Corporation,Kemper,"""Kemper Corporation (KMPR)"":[""KMPR"",""Kemper""],",,
KMT,Kennametal Inc.,Kennametal,"""Kennametal Inc. (KMT)"":[""KMT"",""Kennametal""],",,
KW,Kennedy-Wilson Holdings Inc.,Kennedy-Wilson,"""Kennedy-Wilson Holdings Inc. (KW)"":[""KW"",""Kennedy-Wilson""],",,
KDP,Keurig Dr Pepper Inc.,Keurig,"""Keurig Dr Pepper Inc. (KDP)"":[""KDP"",""Keurig""],",,
KEY,KeyCorp,KeyCorp,"""KeyCorp (KEY)"":[""KEY"",""KeyCorp""],",,
KEYS,Keysight Technologies Inc.,Keysight,"""Keysight Technologies Inc. (KEYS)"":[""KEYS"",""Keysight""],",,
KRC,Kilroy Realty Corporation,Kilroy,"""Kilroy Realty Corporation (KRC)"":[""KRC"",""Kilroy""],",,
KMB,Kimberly-Clark Corporation,Kimberly-Clark,"""Kimberly-Clark Corporation (KMB)"":[""KMB"",""Kimberly-Clark""],",,
KIM,Kimco Realty Corporation,Kimco,"""Kimco Realty Corporation (KIM)"":[""KIM"",""Kimco""],",,
KMI,Kinder Morgan Inc.,Kinder,"""Kinder Morgan Inc. (KMI)"":[""KMI"",""Kinder""],",,
KGC,Kinross Gold Corporation,Kinross,"""Kinross Gold Corporation (KGC)"":[""KGC"",""Kinross""],",,
KNSL,Kinsale Capital Group Inc.,Kinsale,"""Kinsale Capital Group Inc. (KNSL)"":[""KNSL"",""Kinsale""],",,
KEX,Kirby Corporation,Kirby,"""Kirby Corporation (KEX)"":[""KEX"",""Kirby""],",,
KKR,KKR & Co. Inc.,KKR,"""KKR & Co. Inc. (KKR)"":[""KKR"",""KKR""],",,
KLAC,KLA Corporation,KLA,"""KLA Corporation (KLAC)"":[""KLAC"",""KLA""],",,
KNX,Knight-Swift Transportation Holdings Inc.,Knight-Swift,"""Knight-Swift Transportation Holdings Inc. (KNX)"":[""KNX"",""Knight-Swift""],",,
KOD,Kodiak Sciences Inc,Kodiak,"""Kodiak Sciences Inc (KOD)"":[""KOD"",""Kodiak""],",,
KSS,Kohl's Corporation,Kohl's,"""Kohl's Corporation (KSS)"":[""KSS"",""Kohl's""],",,
KFY,Korn Ferry,Korn,"""Korn Ferry (KFY)"":[""KFY"",""Korn""],",,
KTOS,Kratos Defense & Security Solutions Inc.,Kratos,"""Kratos Defense & Security Solutions Inc. (KTOS)"":[""KTOS"",""Kratos""],",,
KR,Kroger Company,Kroger,"""Kroger Company (KR)"":[""KR"",""Kroger""],",,
LB,L Brands Inc.,L,"""L Brands Inc. (LB)"":[""LB"",""L""],",,
LHX,L3Harris Technologies Inc.,L3Harris,"""L3Harris Technologies Inc. (LHX)"":[""LHX"",""L3Harris""],",,
LH,Laboratory Corporation of America Holdings,Laboratory,"""Laboratory Corporation of America Holdings (LH)"":[""LH"",""Laboratory""],",,
LRCX,Lam Research Corporation,Lam,"""Lam Research Corporation (LRCX)"":[""LRCX"",""Lam""],",,
LAMR,Lamar Advertising Company,Lamar,"""Lamar Advertising Company (LAMR)"":[""LAMR"",""Lamar""],",,
LANC,Lancaster Colony Corporation,Lancaster,"""Lancaster Colony Corporation (LANC)"":[""LANC"",""Lancaster""],",,
LSTR,Landstar System Inc.,Landstar,"""Landstar System Inc. (LSTR)"":[""LSTR"",""Landstar""],",,
LVS,Las Vegas Sands Corp.,Las,"""Las Vegas Sands Corp. (LVS)"":[""LVS"",""Las""],",,
LSCC,Lattice Semiconductor Corporation,Lattice,"""Lattice Semiconductor Corporation (LSCC)"":[""LSCC"",""Lattice""],",,
LAUR,Laureate Education Inc.,Laureate,"""Laureate Education Inc. (LAUR)"":[""LAUR"",""Laureate""],",,
LCII,LCI Industries,LCI,"""LCI Industries (LCII)"":[""LCII"",""LCI""],",,
LEA,Lear Corporation,Lear,"""Lear Corporation (LEA)"":[""LEA"",""Lear""],",,
LEGN,Legend Biotech Corporation American Depositary Shares,Legend,"""Legend Biotech Corporation American Depositary Shares (LEGN)"":[""LEGN"",""Legend""],",,
LEG,Leggett & Platt Incorporated,Leggett,"""Leggett & Platt Incorporated (LEG)"":[""LEG"",""Leggett""],",,
LDOS,Leidos Holdings Inc.,Leidos,"""Leidos Holdings Inc. (LDOS)"":[""LDOS"",""Leidos""],",,
LMND,Lemonade Inc.,Lemonade,"""Lemonade Inc. (LMND)"":[""LMND"",""Lemonade""],",,
TREE,LendingTree Inc.,LendingTree,"""LendingTree Inc. (TREE)"":[""TREE"",""LendingTree""],",,
LEN,Lennar Corporation,Lennar,"""Lennar Corporation (LEN)"":[""LEN"",""Lennar""],",,
LII,Lennox International Inc.,Lennox,"""Lennox International Inc. (LII)"":[""LII"",""Lennox""],",,
LESL,Leslie's Inc.,Leslie's,"""Leslie's Inc. (LESL)"":[""LESL"",""Leslie's""],",,
LEVI,Levi Strauss & Co,Levi,"""Levi Strauss & Co (LEVI)"":[""LEVI"",""Levi""],",,
LXP,Lexington Realty Trust,Lexington,"""Lexington Realty Trust (LXP)"":[""LXP"",""Lexington""],",,
LGIH,LGI Homes Inc.,LGI,"""LGI Homes Inc. (LGIH)"":[""LGIH"",""LGI""],",,
LHCG,LHC Group,LHC,"""LHC Group (LHCG)"":[""LHCG"",""LHC""],",,
LBRDA,Liberty Broadband Corporation,Liberty,"""Liberty Broadband Corporation (LBRDA)"":[""LBRDA"",""Liberty""],",,
LBRDK,Liberty Broadband Corporation,Liberty,"""Liberty Broadband Corporation (LBRDK)"":[""LBRDK"",""Liberty""],",,
LILA,Liberty Latin America Ltd.,Liberty,"""Liberty Latin America Ltd. (LILA)"":[""LILA"",""Liberty""],",,
LILAK,Liberty Latin America Ltd.,Liberty,"""Liberty Latin America Ltd. (LILAK)"":[""LILAK"",""Liberty""],",,
FWONA,Liberty Media Corporation Series A Liberty Formula One,Liberty,"""Liberty Media Corporation Series A Liberty Formula One (FWONA)"":[""FWONA"",""Liberty""],",,
LSXMA,Liberty Media Corporation Series A Liberty SiriusXM,Liberty,"""Liberty Media Corporation Series A Liberty SiriusXM (LSXMA)"":[""LSXMA"",""Liberty""],",,
LSXMB,Liberty Media Corporation Series B Liberty SiriusXM,Liberty,"""Liberty Media Corporation Series B Liberty SiriusXM (LSXMB)"":[""LSXMB"",""Liberty""],",,
FWONK,Liberty Media Corporation Series C Liberty Formula One,Liberty,"""Liberty Media Corporation Series C Liberty Formula One (FWONK)"":[""FWONK"",""Liberty""],",,
LSXMK,Liberty Media Corporation Series C Liberty SiriusXM,Liberty,"""Liberty Media Corporation Series C Liberty SiriusXM (LSXMK)"":[""LSXMK"",""Liberty""],",,
LBRT,Liberty Oilfield Services Inc.,Liberty,"""Liberty Oilfield Services Inc. (LBRT)"":[""LBRT"",""Liberty""],",,
LTRPB,Liberty TripAdvisor Holdings Inc. Series B,Liberty,"""Liberty TripAdvisor Holdings Inc. Series B (LTRPB)"":[""LTRPB"",""Liberty""],",,
LSI,Life Storage Inc.,Life,"""Life Storage Inc. (LSI)"":[""LSI"",""Life""],",,
LGND,Ligand Pharmaceuticals Incorporated,Ligand,"""Ligand Pharmaceuticals Incorporated (LGND)"":[""LGND"",""Ligand""],",,
LECO,Lincoln Electric Holdings Inc.,Lincoln,"""Lincoln Electric Holdings Inc. (LECO)"":[""LECO"",""Lincoln""],",,
LNC,Lincoln National Corporation,Lincoln,"""Lincoln National Corporation (LNC)"":[""LNC"",""Lincoln""],",,
LAD,Lithia Motors Inc.,Lithia,"""Lithia Motors Inc. (LAD)"":[""LAD"",""Lithia""],",,
LFUS,Littelfuse Inc.,Littelfuse,"""Littelfuse Inc. (LFUS)"":[""LFUS"",""Littelfuse""],",,
LYV,Live Nation Entertainment Inc.,Live,"""Live Nation Entertainment Inc. (LYV)"":[""LYV"",""Live""],",,
LOB,Live Oak Bancshares Inc.,Live,"""Live Oak Bancshares Inc. (LOB)"":[""LOB"",""Live""],",,
LTHM,Livent Corporation,Livent,"""Livent Corporation (LTHM)"":[""LTHM"",""Livent""],",,
LPSN,LivePerson Inc.,LivePerson,"""LivePerson Inc. (LPSN)"":[""LPSN"",""LivePerson""],",,
RAMP,LiveRamp Holdings Inc.,LiveRamp,"""LiveRamp Holdings Inc. (RAMP)"":[""RAMP"",""LiveRamp""],",,
LKQ,LKQ Corporation,LKQ,"""LKQ Corporation (LKQ)"":[""LKQ"",""LKQ""],",,
LMT,Lockheed Martin Corporation,Lockheed,"""Lockheed Martin Corporation (LMT)"":[""LMT"",""Lockheed""],",,
L,Loews Corporation,Loews,"""Loews Corporation (L)"":[""L"",""Loews""],",,
LOGI,Logitech International S.A.,Logitech,"""Logitech International S.A. (LOGI)"":[""LOGI"",""Logitech""],",,
RIDE,Lordstown Motors Corp.,Lordstown,"""Lordstown Motors Corp. (RIDE)"":[""RIDE"",""Lordstown""],",,
LPX,Louisiana-Pacific Corporation,Louisiana-Pacific,"""Louisiana-Pacific Corporation (LPX)"":[""LPX"",""Louisiana-Pacific""],",,
LOW,Lowe's Companies Inc.,Lowe's,"""Lowe's Companies Inc. (LOW)"":[""LOW"",""Lowe's""],",,
LPLA,LPL Financial Holdings Inc.,LPL,"""LPL Financial Holdings Inc. (LPLA)"":[""LPLA"",""LPL""],",,
LULU,lululemon athletica inc.,lululemon,"""lululemon athletica inc. (LULU)"":[""LULU"",""lululemon""],",,
LUMN,Lumen Technologies Inc.,Lumen,"""Lumen Technologies Inc. (LUMN)"":[""LUMN"",""Lumen""],",,
LITE,Lumentum Holdings Inc.,Lumentum,"""Lumentum Holdings Inc. (LITE)"":[""LITE"",""Lumentum""],",,
LAZR,Luminar Technologies Inc.,Luminar,"""Luminar Technologies Inc. (LAZR)"":[""LAZR"",""Luminar""],",,
LYFT,Lyft Inc.,Lyft,"""Lyft Inc. (LYFT)"":[""LYFT"",""Lyft""],",,
MDC,M.D.C. Holdings Inc.,M.D.C.,"""M.D.C. Holdings Inc. (MDC)"":[""MDC"",""M.D.C.""],",,
MTB,M&T Bank Corporation,M&T,"""M&T Bank Corporation (MTB)"":[""MTB"",""M&T""],",,
MAC,Macerich Company,Macerich,"""Macerich Company (MAC)"":[""MAC"",""Macerich""],",,
MTSI,MACOM Technology Solutions Holdings Inc.,MACOM,"""MACOM Technology Solutions Holdings Inc. (MTSI)"":[""MTSI"",""MACOM""],",,
MIC,Macquarie Infrastructure Corporation,Macquarie,"""Macquarie Infrastructure Corporation (MIC)"":[""MIC"",""Macquarie""],",,
M,Macy's Inc,Macy's,"""Macy's Inc (M)"":[""M"",""Macy's""],",,
MSGS,Madison Square Garden Sports Corp.,Madison,"""Madison Square Garden Sports Corp. (MSGS)"":[""MSGS"",""Madison""],",,
MGLN,Magellan Health Inc.,Magellan,"""Magellan Health Inc. (MGLN)"":[""MGLN"",""Magellan""],",,
MMP,Magellan Midstream Partners L.P. Limited Partnership,Magellan,"""Magellan Midstream Partners L.P. Limited Partnership (MMP)"":[""MMP"",""Magellan""],",,
MGA,Magna International Inc.,Magna,"""Magna International Inc. (MGA)"":[""MGA"",""Magna""],",,
MGNI,Magnite Inc.,Magnite,"""Magnite Inc. (MGNI)"":[""MGNI"",""Magnite""],",,
MGY,Magnolia Oil & Gas Corporation,Magnolia,"""Magnolia Oil & Gas Corporation (MGY)"":[""MGY"",""Magnolia""],",,
MAIN,Main Street Capital Corporation,Main,"""Main Street Capital Corporation (MAIN)"":[""MAIN"",""Main""],",,
MANH,Manhattan Associates Inc.,Manhattan,"""Manhattan Associates Inc. (MANH)"":[""MANH"",""Manhattan""],",,
MAN,ManpowerGroup,ManpowerGroup,"""ManpowerGroup (MAN)"":[""MAN"",""ManpowerGroup""],",,
MANT,ManTech International Corporation $0.01 Par Value,ManTech,"""ManTech International Corporation $0.01 Par Value (MANT)"":[""MANT"",""ManTech""],",,
MFC,Manulife Financial Corporation,Manulife,"""Manulife Financial Corporation (MFC)"":[""MFC"",""Manulife""],",,
MARA,Marathon Digital Holdings Inc.,Marathon,"""Marathon Digital Holdings Inc. (MARA)"":[""MARA"",""Marathon""],",,
MRO,Marathon Oil Corporation,Marathon,"""Marathon Oil Corporation (MRO)"":[""MRO"",""Marathon""],",,
MPC,Marathon Petroleum Corporation,Marathon,"""Marathon Petroleum Corporation (MPC)"":[""MPC"",""Marathon""],",,
MRVI,Maravai LifeSciences Holdings Inc.,Maravai,"""Maravai LifeSciences Holdings Inc. (MRVI)"":[""MRVI"",""Maravai""],",,
MKL,Markel Corporation,Markel,"""Markel Corporation (MKL)"":[""MKL"",""Markel""],",,
MKTX,MarketAxess Holdings Inc.,MarketAxess,"""MarketAxess Holdings Inc. (MKTX)"":[""MKTX"",""MarketAxess""],",,
MAR,Marriott International,Marriott,"""Marriott International (MAR)"":[""MAR"",""Marriott""],",,
VAC,Marriott Vacations Worldwide Corporation,Marriott,"""Marriott Vacations Worldwide Corporation (VAC)"":[""VAC"",""Marriott""],",,
MMC,Marsh & McLennan Companies Inc.,Marsh,"""Marsh & McLennan Companies Inc. (MMC)"":[""MMC"",""Marsh""],",,
MLM,Martin Marietta Materials Inc.,Martin,"""Martin Marietta Materials Inc. (MLM)"":[""MLM"",""Martin""],",,
MAS,Masco Corporation,Masco,"""Masco Corporation (MAS)"":[""MAS"",""Masco""],",,
MASI,Masimo Corporation,Masimo,"""Masimo Corporation (MASI)"":[""MASI"",""Masimo""],",,
DOOR,Masonite International Corporation,Masonite,"""Masonite International Corporation (DOOR)"":[""DOOR"",""Masonite""],",,
MTZ,MasTec Inc.,MasTec,"""MasTec Inc. (MTZ)"":[""MTZ"",""MasTec""],",,
MA,Mastercard Incorporated,Mastercard,"""Mastercard Incorporated (MA)"":[""MA"",""Mastercard""],",,
MTDR,Matador Resources Company,Matador,"""Matador Resources Company (MTDR)"":[""MTDR"",""Matador""],",,
MTCH,Match Group Inc.,Match,"""Match Group Inc. (MTCH)"":[""MTCH"",""Match""],",,
MATX,Matson Inc.,Matson,"""Matson Inc. (MATX)"":[""MATX"",""Matson""],",,
